android.widget.ToggleButton,2131034121,no_backup,select,"<org.zenthought.flashrec.FlashRec$3: void onCheckedChanged(android.widget.CompoundButton,boolean)>",click,<org.zenthought.flashrec.FlashRec$7: void onClick(android.view.View)>,click,<org.zenthought.flashrec.FlashRec$5: void onClick(android.view.View)>,click,<org.zenthought.flashrec.FlashRec$8: void onClick(android.view.View)>,click,<org.zenthought.flashrec.FlashRec$4: void onClick(android.view.View)>,click,<org.zenthought.flashrec.FlashRec$6: void onClick(android.view.View)>,@android:color/transparent,
android.widget.Button,2131034119,backup,click,<org.zenthought.flashrec.FlashRec$7: void onClick(android.view.View)>,click,<org.zenthought.flashrec.FlashRec$5: void onClick(android.view.View)>,click,<org.zenthought.flashrec.FlashRec$8: void onClick(android.view.View)>,click,<org.zenthought.flashrec.FlashRec$4: void onClick(android.view.View)>,click,<org.zenthought.flashrec.FlashRec$6: void onClick(android.view.View)>,@android:color/transparent,
