android.widget.Button,2131296263,yes_btn,click,<com.software.application.Main$1: void onClick(android.view.View)>,@drawable/green_button_background,JADX/046ecd12af42149989a427d5bb9b06cbe4860e527f272ec1da72a21d3ee58953/resources/res/drawable/green_button_background.xml;JADX/00c8de6b31090c32b65f8c30d7227488d2bce5353b31bedf5461419ff463072d/resources/res/drawable/green_button_background.xml;JADX/03f76e12ca4c99b44d531a3690c09c49158066bbccfb60ce3d52baa3a9268eb0/resources/res/drawable/green_button_background.xml;JADX/05ab5d0c3228eebe69d459dde2a3ce9c8f155180e095f1c5100ec4f7dc9de663/resources/res/drawable/green_button_background.xml;JADX/011ab1e277af208d7c369781696abf9c05052cabf36b592e2dd452c6dc3a9a51/resources/res/drawable/green_button_background.xml;JADX/b54ef98474f94e302820257261797e9f491aa46d7d1ee63d9179f2d6cc0e35be/resources/res/drawable/green_button_background.xml;JADX/04ad8bbcda68e2b3c8ec0669625c348b4a191589154260c7f86957b9adc51e0d/resources/res/drawable/green_button_background.xml;JADX/01be90f0119b722d0012c269a89dd548138018695fbae64b4374f3610b0d0c99/resources/res/drawable/green_button_background.xml
android.view.MenuItem,2131296270,read_off_item,item_selected,<com.software.application.Main: boolean onOptionsItemSelected(android.view.MenuItem)>,@drawable/ic_dialog_info,JADX/046ecd12af42149989a427d5bb9b06cbe4860e527f272ec1da72a21d3ee58953/resources/res/drawable/ic_dialog_info.png;JADX/00c8de6b31090c32b65f8c30d7227488d2bce5353b31bedf5461419ff463072d/resources/res/drawable/ic_dialog_info.png;JADX/03f76e12ca4c99b44d531a3690c09c49158066bbccfb60ce3d52baa3a9268eb0/resources/res/drawable/ic_dialog_info.png;JADX/05ab5d0c3228eebe69d459dde2a3ce9c8f155180e095f1c5100ec4f7dc9de663/resources/res/drawable/ic_dialog_info.png;JADX/03e69c942b1df2e59faf927a0392791e756720a65163e8ea50d28c7045c45cf7/resources/res/drawable/ic_dialog_info.png;JADX/011ab1e277af208d7c369781696abf9c05052cabf36b592e2dd452c6dc3a9a51/resources/res/drawable/ic_dialog_info.png;JADX/b54ef98474f94e302820257261797e9f491aa46d7d1ee63d9179f2d6cc0e35be/resources/res/drawable/ic_dialog_info.png;JADX/027c6d70c5770b950379081e9cfec8611ed37660e36fd40e8a913bb3313bb18a/resources/res/drawable/ic_dialog_info.png;JADX/005b46f64c266bc14ced91703b28c2411f2f4e4e19cae9f3883d385cb27d7642/resources/res/drawable/ic_dialog_info.png;JADX/04ad8bbcda68e2b3c8ec0669625c348b4a191589154260c7f86957b9adc51e0d/resources/res/drawable/ic_dialog_info.png;JADX/01be90f0119b722d0012c269a89dd548138018695fbae64b4374f3610b0d0c99/resources/res/drawable/ic_dialog_info.png;JADX/00ed8f76dc592d928b3639e44eac7615c928cdca3c85097738f608f1327741ad/resources/res/drawable/ic_dialog_info.png
