android.widget.TextView,2131296257,tv_title1,long_click,<jp.seren.tak.xctimecheckerone.PlayerActivity$onResultClearClick: boolean onLongClick(android.view.View)>,long_click,<jp.seren.tak.xctimecheckerone.PlayerActivity$onBIbEntryClick: boolean onLongClick(android.view.View)>,click,<jp.seren.tak.xctimecheckerone.PlayerActivity$onLapTimeClick: void onClick(android.view.View)>,click,<jp.seren.tak.xctimecheckerone.PlayerActivity$onBibNumberColumnClick: void onClick(android.view.View)>,#ffffff,
android.widget.DigitalClock,2131296258,digitalClock1,long_click,<jp.seren.tak.xctimecheckerone.PlayerActivity$onResultClearClick: boolean onLongClick(android.view.View)>,long_click,<jp.seren.tak.xctimecheckerone.PlayerActivity$onBIbEntryClick: boolean onLongClick(android.view.View)>,click,<jp.seren.tak.xctimecheckerone.PlayerActivity$onLapTimeClick: void onClick(android.view.View)>,click,<jp.seren.tak.xctimecheckerone.PlayerActivity$onBibNumberColumnClick: void onClick(android.view.View)>,#ffffff,
android.widget.TextView,2131296257,tv_title1,long_click,<jp.seren.tak.xctimecheckerone.BibEntryActivity$onPlayerListClick: boolean onLongClick(android.view.View)>,long_click,<jp.seren.tak.xctimecheckerone.BibEntryActivity$onResultclearClick: boolean onLongClick(android.view.View)>,click,<jp.seren.tak.xctimecheckerone.BibEntryActivity$onTop10Click: void onClick(android.view.View)>,#ffffff,
android.widget.DigitalClock,2131296258,digitalClock1,long_click,<jp.seren.tak.xctimecheckerone.BibEntryActivity$onPlayerListClick: boolean onLongClick(android.view.View)>,long_click,<jp.seren.tak.xctimecheckerone.BibEntryActivity$onResultclearClick: boolean onLongClick(android.view.View)>,click,<jp.seren.tak.xctimecheckerone.BibEntryActivity$onTop10Click: void onClick(android.view.View)>,#ffffff,
